transcript_id,transcript_position,read_index,probability_modified
Curlcake_1,854,1141.0,0.0001290263026021
Curlcake_1,854,559.0,0.0043279435485601
Curlcake_1,854,994.0,0.0000430507352576
Curlcake_1,854,1322.0,0.0002118017146131
Curlcake_1,854,2062.0,0.0000474322114314
Curlcake_1,854,529.0,0.0269364397972822
Curlcake_1,854,95.0,0.0004888041294180
Curlcake_1,854,1227.0,0.0000207340526686
Curlcake_1,854,32.0,0.0016918780747801
Curlcake_1,951,509.0,0.0000080261879702
Curlcake_1,951,218.0,0.0001103003523895
Curlcake_1,951,1389.0,0.0000138469022204
Curlcake_1,951,2013.0,0.0004124879487790
Curlcake_1,951,1687.0,0.0000023466159291
Curlcake_1,951,38.0,0.0000402978148486
Curlcake_1,951,1616.0,0.0000346928609360
Curlcake_1,951,1440.0,0.0007903286605142
Curlcake_1,951,1284.0,0.0000823618029244
Curlcake_1,951,79.0,0.0018712449818850
Curlcake_1,951,1923.0,0.0009401942370459
Curlcake_1,951,22.0,0.0033671581186354
Curlcake_1,951,559.0,0.0000689686858095
Curlcake_1,951,1903.0,0.0014374075690284
Curlcake_1,951,865.0,0.0000030330052141
Curlcake_1,951,1622.0,0.0000041855782911
Curlcake_1,951,1936.0,0.0039360462687910
Curlcake_1,951,870.0,0.0000005027214343
Curlcake_1,951,1035.0,0.0129537368193269
Curlcake_1,951,1943.0,0.0000059290891841
Curlcake_1,951,1282.0,0.0103698894381523
Curlcake_1,951,849.0,0.0000111542067316
Curlcake_1,951,1967.0,0.0038402283098549
Curlcake_1,951,588.0,0.0000505591124238
Curlcake_1,951,1963.0,0.0001111853925977
Curlcake_1,951,1428.0,0.0001388305972796
Curlcake_1,951,886.0,0.0000041324028643
Curlcake_1,951,534.0,0.0001149978270405
Curlcake_1,951,1444.0,0.0006729586166330
Curlcake_1,951,612.0,0.0003715192724485
Curlcake_1,951,1018.0,0.0003788823378272
Curlcake_1,951,1084.0,0.0004931208095513
Curlcake_1,951,1578.0,0.0000256046496361
Curlcake_1,951,1584.0,0.0000031914100873
Curlcake_1,951,1814.0,0.0000298273953376
Curlcake_1,951,998.0,0.0000640724028926
Curlcake_1,951,449.0,0.0000046489039960
Curlcake_1,951,1233.0,0.0000013956844214
Curlcake_1,951,1951.0,0.0515724495053291
Curlcake_1,951,1798.0,0.0076270652934909
Curlcake_1,951,469.0,0.0000100330789792
Curlcake_1,951,945.0,0.0036635466385633
Curlcake_1,951,2050.0,0.0000000866933121
Curlcake_1,951,1361.0,0.0190635938197374
Curlcake_1,951,1774.0,0.0000279786927422
Curlcake_1,951,1146.0,0.0000010940572110
Curlcake_1,951,133.0,0.0001432119315723
Curlcake_1,951,1321.0,0.0000061136815930
Curlcake_1,951,463.0,0.0000006785647884
Curlcake_1,951,1781.0,0.0000009349004131
Curlcake_1,951,1130.0,0.0000850197102409
Curlcake_1,951,1129.0,0.0060500102117658
Curlcake_1,951,1549.0,0.0000307543850795
Curlcake_1,951,482.0,0.0024904180318117
Curlcake_1,951,491.0,0.0173602197319269
Curlcake_1,951,1141.0,0.0000000194280130
Curlcake_1,951,927.0,0.0000022211595478
Curlcake_1,951,1322.0,0.0000646122934995
Curlcake_1,951,1227.0,0.0000063227157625
Curlcake_1,951,144.0,0.0000542420675629
Curlcake_1,951,2053.0,0.0000937444638112
Curlcake_1,951,450.0,0.0000132952136482
Curlcake_1,951,665.0,0.0000013164265056
Curlcake_1,951,1183.0,0.0002527548058424
Curlcake_1,951,1624.0,0.0000130603020807
Curlcake_1,951,95.0,0.0000019580725166
Curlcake_1,951,451.0,0.0008029971504584
Curlcake_1,951,2062.0,0.0003680916852318
Curlcake_1,951,1511.0,0.0009619123884477
Curlcake_1,1111,465.0,0.0258127991110086
Curlcake_1,1111,477.0,0.0000816873289295
Curlcake_1,1111,83.0,0.0005045876605436
Curlcake_1,1111,541.0,0.0044534951448441
Curlcake_1,1111,546.0,0.0938114672899246
Curlcake_1,1111,472.0,0.0062416996806860
Curlcake_1,1111,560.0,0.0707182139158249
Curlcake_1,1111,555.0,0.0000001866369104
Curlcake_1,1111,475.0,0.0135564720258117
Curlcake_1,1111,89.0,0.0147440591827035
Curlcake_1,1111,547.0,0.0087271658703685
Curlcake_1,1111,545.0,0.0113735571503639
Curlcake_1,1111,544.0,0.0167945493012667
Curlcake_1,1111,171.0,0.0161581709980965
Curlcake_1,1111,88.0,0.0006388524780050
Curlcake_1,1111,552.0,0.0117873260751367
Curlcake_1,1111,543.0,0.0241120029240847
Curlcake_1,1111,82.0,0.0240851454436779
Curlcake_1,1111,540.0,0.0071304868906736
Curlcake_1,1111,502.0,0.0904809981584549
Curlcake_1,1111,556.0,0.0242483224719763
Curlcake_1,1111,550.0,0.0000000000004136
Curlcake_1,1111,558.0,0.0036060882266611
Curlcake_1,1111,2077.0,0.0137770427390933
Curlcake_1,1111,450.0,0.0053564319387078
Curlcake_1,1111,453.0,0.0020266193896532
Curlcake_1,1111,462.0,0.0108536286279559
Curlcake_1,1111,456.0,0.0016631775069982
Curlcake_1,1111,561.0,0.0022288924083114
Curlcake_1,1111,559.0,0.0104693975299597
Curlcake_1,1111,458.0,0.0256661027669907
Curlcake_1,1111,92.0,0.0180720090866089
Curlcake_1,1111,97.0,0.0000405884602515
Curlcake_1,1111,459.0,0.0087997885420918
Curlcake_1,1111,466.0,0.0199346616864204
Curlcake_1,1111,467.0,0.0090162567794323
Curlcake_1,1111,468.0,0.0027807755395770
Curlcake_1,1111,99.0,0.0102526126429439
Curlcake_1,1111,2070.0,0.0086233997717500
Curlcake_1,1111,463.0,0.0182110462337732
Curlcake_1,1111,461.0,0.0031985328532755
Curlcake_1,1111,528.0,0.0185012593865395
Curlcake_1,1111,479.0,0.0041603292338550
Curlcake_1,1111,551.0,0.0000001584982385
Curlcake_1,1111,557.0,0.0032126277219504
Curlcake_1,1111,554.0,0.0007578823715448
Curlcake_1,1111,235.0,0.0014697703300044
Curlcake_1,1111,548.0,0.0000002719298209
Curlcake_1,1111,464.0,0.0159470550715923
Curlcake_1,1111,531.0,0.0004959957441315
Curlcake_1,1111,2085.0,0.0225559659302235
Curlcake_1,1111,478.0,0.0113539937883615
Curlcake_1,1111,496.0,0.0049971607513726
Curlcake_1,1111,506.0,0.0031557790935040
Curlcake_1,1111,511.0,0.0033230120316148
Curlcake_1,1111,490.0,0.0180375277996063
Curlcake_1,1111,521.0,0.0066102179698646
Curlcake_1,1111,519.0,0.1467612385749817
Curlcake_1,1111,19.0,0.0237840805202723
Curlcake_1,1111,514.0,0.0427385605871677
Curlcake_1,1111,522.0,0.0005694116116501
Curlcake_1,1111,85.0,0.0017164488090202
Curlcake_1,1111,493.0,0.0096862725913525
Curlcake_1,1111,77.0,0.0196273978799582
Curlcake_1,1111,489.0,0.0195235237479210
Curlcake_1,1111,500.0,0.0188923347741365
Curlcake_1,1111,526.0,0.0028003663755953
Curlcake_1,1111,483.0,0.0133984265848994
Curlcake_1,1111,495.0,0.0437448360025883
Curlcake_1,1111,23.0,0.0210319366306067
Curlcake_1,1111,503.0,0.0056232511997223
Curlcake_1,1111,507.0,0.0046540806069970
Curlcake_1,1111,510.0,0.0509676598012447
Curlcake_1,1111,504.0,0.0205910410732031
Curlcake_1,1111,1687.0,0.0029912870377302
Curlcake_1,1111,84.0,0.0135337775573134
Curlcake_1,1111,508.0,0.0170819070190191
Curlcake_1,1111,501.0,0.0318626053631306
Curlcake_1,1111,497.0,0.0210640840232372
Curlcake_1,1111,498.0,0.0224566403776407
Curlcake_1,1111,492.0,0.1039853692054749
Curlcake_1,1111,509.0,0.0127878515049815
Curlcake_1,1111,90.0,0.0000000000009536
Curlcake_1,1111,505.0,0.0046847700141370
Curlcake_1,1111,499.0,0.0086963269859552
Curlcake_1,1111,38.0,0.0321987755596638
Curlcake_1,1111,517.0,0.0814405679702759
Curlcake_1,1111,486.0,0.0127462018281221
Curlcake_1,1111,473.0,0.0284845773130655
Curlcake_1,1111,476.0,0.0049883080646396
Curlcake_1,1111,481.0,0.0093848640099168
Curlcake_1,1111,536.0,0.0145674096420407
Curlcake_1,1111,530.0,0.0006522269686684
Curlcake_1,1111,80.0,0.0008381630759686
Curlcake_1,1111,485.0,0.0035789061803371
Curlcake_1,1111,532.0,0.0112292971462011
Curlcake_1,1111,539.0,0.0287562739104033
Curlcake_1,1111,480.0,0.0315364375710487
Curlcake_1,1111,534.0,0.0618239790201187
Curlcake_1,1111,537.0,0.0042347512207925
Curlcake_1,1111,542.0,0.0274064689874649
Curlcake_1,1111,474.0,0.0157032012939453
Curlcake_1,1111,533.0,0.0372368544340134
Curlcake_1,1111,535.0,0.0158080458641052
Curlcake_1,1111,87.0,0.0422641448676586
Curlcake_1,1111,487.0,0.0379994027316570
Curlcake_1,1111,523.0,0.0028087063692510
Curlcake_1,1111,518.0,0.0004106776323169
Curlcake_1,1111,512.0,0.0004849729302805
Curlcake_1,1111,513.0,0.0000599737650191
Curlcake_1,1111,524.0,0.0020266850478947
Curlcake_1,1111,525.0,0.0032067557331175
Curlcake_1,1111,520.0,0.0582581125199795
Curlcake_1,1111,86.0,0.0229573715478182
Curlcake_1,1111,516.0,0.0104368235915899
Curlcake_1,1111,482.0,0.0021220259368420
Curlcake_1,1111,529.0,0.0195752438157797
Curlcake_1,1111,527.0,0.0046124481596053
Curlcake_1,1111,484.0,0.0138241974636912
Curlcake_1,1111,18.0,0.0121285254135728
Curlcake_1,1111,488.0,0.0118955522775650
Curlcake_1,1111,470.0,0.0173538830131292
Curlcake_1,1111,563.0,0.0220915842801332
Curlcake_1,1111,8.0,0.0268564596772194
Curlcake_1,1111,562.0,0.0143996430560946
Curlcake_1,1111,664.0,0.0012849413324147
Curlcake_1,1111,1549.0,0.0009546057553962
Curlcake_1,1111,678.0,0.0020811508875340
Curlcake_1,1111,675.0,0.0198944974690676
Curlcake_1,1111,69.0,0.0006522981566377
Curlcake_1,1111,683.0,0.0283132623881102
Curlcake_1,1111,677.0,0.0412512272596359
Curlcake_1,1111,682.0,0.0193965788930655
Curlcake_1,1111,686.0,0.0610263384878635
Curlcake_1,1111,695.0,0.0180030148476362
Curlcake_1,1111,693.0,0.0005531457718462
Curlcake_1,1111,687.0,0.0042110248468816
Curlcake_1,1111,698.0,0.0000037533252453
Curlcake_1,1111,68.0,0.0502808913588524
Curlcake_1,1111,694.0,0.0449476875364780
Curlcake_1,1111,411.0,0.0085028605535626
Curlcake_1,1111,690.0,0.0081939259544015
Curlcake_1,1111,685.0,0.0158785823732615
Curlcake_1,1111,689.0,0.0006459321011789
Curlcake_1,1111,697.0,0.0471828728914261
Curlcake_1,1111,684.0,0.0126329530030489
Curlcake_1,1111,688.0,0.0022798911668360
Curlcake_1,1111,691.0,0.0200322568416595
Curlcake_1,1111,680.0,0.0000000000000011
Curlcake_1,1111,674.0,0.0332864597439766
Curlcake_1,1111,681.0,0.0164934806525707
Curlcake_1,1111,672.0,0.0042492109350860
Curlcake_1,1111,54.0,0.0610226653516293
Curlcake_1,1111,662.0,0.0004162442055531
Curlcake_1,1111,660.0,0.0118579529225826
Curlcake_1,1111,661.0,0.0001062252777047
Curlcake_1,1111,658.0,0.0163817275315523
Curlcake_1,1111,657.0,0.0003365805314388
Curlcake_1,1111,659.0,0.0075851520523429
Curlcake_1,1111,666.0,0.0117017747834325
Curlcake_1,1111,663.0,0.0021649275440723
Curlcake_1,1111,656.0,0.0143328597769141
Curlcake_1,1111,673.0,0.0011831467272714
Curlcake_1,1111,692.0,0.0024106898345053
Curlcake_1,1111,73.0,0.0162216257303953
Curlcake_1,1111,1557.0,0.2577958703041077
Curlcake_1,1111,668.0,0.0018887761980295
Curlcake_1,1111,665.0,0.0090237110853195
Curlcake_1,1111,669.0,0.0027049707714468
Curlcake_1,1111,667.0,0.0056214276701212
Curlcake_1,1111,670.0,0.0192921031266451
Curlcake_1,1111,676.0,0.0196459740400314
Curlcake_1,1111,66.0,0.0039751799777150
Curlcake_1,1111,671.0,0.0113044129684567
Curlcake_1,1111,679.0,0.0097565054893494
Curlcake_1,1111,405.0,0.0020082136616111
Curlcake_1,1111,390.0,0.0261436756700277
Curlcake_1,1111,655.0,0.0471258796751499
Curlcake_1,1111,696.0,0.0021262122318149
Curlcake_1,1111,701.0,0.0030585175845772
Curlcake_1,1111,726.0,0.0126031534746289
Curlcake_1,1111,731.0,0.0178687032312155
Curlcake_1,1111,57.0,0.0138900158926845
Curlcake_1,1111,730.0,0.0022242302075028
Curlcake_1,1111,727.0,0.0682381317019463
Curlcake_1,1111,728.0,0.0090048583224416
Curlcake_1,1111,720.0,0.0174816641956568
Curlcake_1,1111,1511.0,0.0026189486961812
Curlcake_1,1111,723.0,0.0024485595058650
Curlcake_1,1111,732.0,0.0000095179575510
Curlcake_1,1111,62.0,0.0085087483748794
Curlcake_1,1111,491.0,0.0009691183222458
Curlcake_1,1111,737.0,0.0110266981646419
Curlcake_1,1111,745.0,0.0016596689820290
Curlcake_1,1111,739.0,0.0005109419580549
Curlcake_1,1111,736.0,0.0119864558801055
Curlcake_1,1111,738.0,0.0007804463384673
Curlcake_1,1111,740.0,0.0179862026125193
Curlcake_1,1111,741.0,0.0147992987185717
Curlcake_1,1111,733.0,0.0076667121611536
Curlcake_1,1111,63.0,0.0209068544209003
Curlcake_1,1111,734.0,0.0331335589289665
Curlcake_1,1111,742.0,0.0000215080508497
Curlcake_1,1111,717.0,0.0185035578906536
Curlcake_1,1111,718.0,0.0007780967280269
Curlcake_1,1111,725.0,0.0000026921863991
Curlcake_1,1111,722.0,0.0131737403571606
Curlcake_1,1111,707.0,0.0259050503373146
Curlcake_1,1111,705.0,0.0199741814285517
Curlcake_1,1111,706.0,0.0045528388582170
Curlcake_1,1111,708.0,0.0135914413258433
Curlcake_1,1111,710.0,0.0206470936536789
Curlcake_1,1111,700.0,0.0150157976895571
Curlcake_1,1111,713.0,0.0118745584040880
Curlcake_1,1111,704.0,0.0012134271673858
Curlcake_1,1111,60.0,0.0119320154190063
Curlcake_1,1111,426.0,0.0039777145721018
Curlcake_1,1111,702.0,0.0000752340056351
Curlcake_1,1111,64.0,0.0008133918163367
Curlcake_1,1111,709.0,0.0032543004490435
Curlcake_1,1111,699.0,0.0106082726269960
Curlcake_1,1111,711.0,0.0098238755017519
Curlcake_1,1111,714.0,0.0005329913110472
Curlcake_1,1111,712.0,0.0064091053791344
Curlcake_1,1111,715.0,0.0438329465687275
Curlcake_1,1111,716.0,0.0139158703386784
Curlcake_1,1111,724.0,0.0003067541692872
Curlcake_1,1111,59.0,0.0058014816604555
Curlcake_1,1111,469.0,0.0358007773756981
Curlcake_1,1111,721.0,0.0251792874187231
Curlcake_1,1111,729.0,0.0051490529440343
Curlcake_1,1111,703.0,0.0130701875314116
Curlcake_1,1111,654.0,0.0012265968834981
Curlcake_1,1111,650.0,0.0059406892396510
Curlcake_1,1111,653.0,0.0234100390225649
Curlcake_1,1111,589.0,0.0201231967657804
Curlcake_1,1111,583.0,0.0046648881398141
Curlcake_1,1111,597.0,0.0000052866826081
Curlcake_1,1111,259.0,0.0342678837478161
Curlcake_1,1111,587.0,0.0121084712445736
Curlcake_1,1111,586.0,0.0124903172254562
Curlcake_1,1111,585.0,0.0363377332687378
Curlcake_1,1111,592.0,0.0000019581527795
Curlcake_1,1111,598.0,0.0086703691631556
Curlcake_1,1111,591.0,0.0099675627425313
Curlcake_1,1111,595.0,0.0507519543170929
Curlcake_1,1111,74.0,0.0212977118790150
Curlcake_1,1111,588.0,0.0064874794334173
Curlcake_1,1111,299.0,0.0097602698951960
Curlcake_1,1111,604.0,0.0017921192338690
Curlcake_1,1111,594.0,0.0000003311663477
Curlcake_1,1111,600.0,0.0187142752110958
Curlcake_1,1111,596.0,0.0011900080135092
Curlcake_1,1111,601.0,0.0462507829070091
Curlcake_1,1111,602.0,0.0007708292105235
Curlcake_1,1111,599.0,0.0043236226774752
Curlcake_1,1111,70.0,0.0167349241673946
Curlcake_1,1111,603.0,0.0007856614538468
Curlcake_1,1111,590.0,0.1713294684886932
Curlcake_1,1111,582.0,0.0104709882289171
Curlcake_1,1111,580.0,0.0190396122634411
Curlcake_1,1111,584.0,0.0193755980581045
Curlcake_1,1111,566.0,0.1008524820208549
Curlcake_1,1111,564.0,0.0108649991452694
Curlcake_1,1111,572.0,0.0025773921515793
Curlcake_1,1111,79.0,0.0508613884449005
Curlcake_1,1111,253.0,0.0095927715301514
Curlcake_1,1111,573.0,0.0170294344425201
Curlcake_1,1111,565.0,0.0029302472248673
Curlcake_1,1111,574.0,0.0176931787282228
Curlcake_1,1111,571.0,0.0081656156107783
Curlcake_1,1111,575.0,0.0409489870071411
Curlcake_1,1111,567.0,0.0000000000001594
Curlcake_1,1111,606.0,0.0039540114812553
Curlcake_1,1111,569.0,0.0680726170539856
Curlcake_1,1111,81.0,0.0305421240627766
Curlcake_1,1111,1622.0,0.2675930261611938
Curlcake_1,1111,577.0,0.0012265343684703
Curlcake_1,1111,570.0,0.0130197731778026
Curlcake_1,1111,576.0,0.0365029387176037
Curlcake_1,1111,578.0,0.0041440981440246
Curlcake_1,1111,581.0,0.0008108929032460
Curlcake_1,1111,71.0,0.0327178463339806
Curlcake_1,1111,266.0,0.0435086302459240
Curlcake_1,1111,1616.0,0.0059499945491552
Curlcake_1,1111,579.0,0.0000000002521608
Curlcake_1,1111,568.0,0.0227220598608255
Curlcake_1,1111,609.0,0.0142219243571162
Curlcake_1,1111,611.0,0.0223164111375809
Curlcake_1,1111,607.0,0.0304960589855909
Curlcake_1,1111,636.0,0.0807404071092606
Curlcake_1,1111,627.0,0.0007636168156751
Curlcake_1,1111,633.0,0.0416713692247868
Curlcake_1,1111,634.0,0.0185522772371769
Curlcake_1,1111,65.0,0.0275309402495623
Curlcake_1,1111,632.0,0.0051783835515380
Curlcake_1,1111,369.0,0.0030939821153879
Curlcake_1,1111,1580.0,0.0000000278943357
Curlcake_1,1111,640.0,0.0101583991199732
Curlcake_1,1111,642.0,0.0011599350254983
Curlcake_1,1111,645.0,0.0189432092010975
Curlcake_1,1111,625.0,0.0232003387063742
Curlcake_1,1111,643.0,0.0279351845383644
Curlcake_1,1111,646.0,0.0250913035124540
Curlcake_1,1111,638.0,0.0092100743204355
Curlcake_1,1111,652.0,0.0175483915954828
Curlcake_1,1111,72.0,0.0377028062939644
Curlcake_1,1111,641.0,0.0096651352941990
Curlcake_1,1111,644.0,0.0000174869583134
Curlcake_1,1111,651.0,0.0015735600609332
Curlcake_1,1111,379.0,0.0008658638107590
Curlcake_1,1111,648.0,0.0525873228907585
Curlcake_1,1111,649.0,0.0050398926250637
Curlcake_1,1111,647.0,0.0231262929737568
Curlcake_1,1111,639.0,0.0089025143533945
Curlcake_1,1111,1624.0,0.0459446348249912
Curlcake_1,1111,1584.0,0.0442132167518139
Curlcake_1,1111,626.0,0.0000188334161066
Curlcake_1,1111,315.0,0.0000101864407043
Curlcake_1,1111,608.0,0.0045327008701861
Curlcake_1,1111,605.0,0.0000000153683537
Curlcake_1,1111,622.0,0.0061610951088369
Curlcake_1,1111,610.0,0.0226199701428413
Curlcake_1,1111,616.0,0.0132778910920024
Curlcake_1,1111,76.0,0.0207432247698307
Curlcake_1,1111,612.0,0.0119602363556623
Curlcake_1,1111,617.0,0.0009099060553126
Curlcake_1,1111,613.0,0.0109708094969392
Curlcake_1,1111,620.0,0.0000084767098087
Curlcake_1,1111,635.0,0.0017756154993549
Curlcake_1,1111,615.0,0.0129881082102656
Curlcake_1,1111,614.0,0.0112418411299586
Curlcake_1,1111,619.0,0.0115399686619639
Curlcake_1,1111,75.0,0.0004292197118048
Curlcake_1,1111,621.0,0.0363438092172146
Curlcake_1,1111,344.0,0.0050093499012291
Curlcake_1,1111,623.0,0.0000136618245961
Curlcake_1,1111,630.0,0.0076534138061106
Curlcake_1,1111,629.0,0.0241344366222620
Curlcake_1,1111,637.0,0.0136932767927647
Curlcake_1,1111,67.0,0.0104091838002205
Curlcake_1,1111,631.0,0.0467969365417957
Curlcake_1,1111,618.0,0.0432662107050419
Curlcake_1,1111,593.0,0.0104778334498405
Curlcake_1,1111,2079.0,0.0012356109218672
Curlcake_1,1111,457.0,0.0042895949445665
Curlcake_1,1111,225.0,0.0024057775735855
Curlcake_1,1111,2065.0,0.0061421198770404
Curlcake_1,1111,216.0,0.0007751667872071
Curlcake_1,1111,2003.0,0.0141983916983008
Curlcake_1,1111,215.0,0.0083741554990411
Curlcake_1,1111,2015.0,0.0000188048452401
Curlcake_1,1111,222.0,0.0229741111397743
Curlcake_1,1111,127.0,0.0128064658492804
Curlcake_1,1111,2001.0,0.0112842377275229
Curlcake_1,1111,218.0,0.0217721015214920
Curlcake_1,1111,221.0,0.0032663128804415
Curlcake_1,1111,2002.0,0.0030634270515293
Curlcake_1,1111,223.0,0.0050800442695618
Curlcake_1,1111,2000.0,0.0023908107541502
Curlcake_1,1111,227.0,0.0092707062140107
Curlcake_1,1111,120.0,0.0391865596175194
Curlcake_1,1111,229.0,0.0128590073436499
Curlcake_1,1111,2067.0,0.0002116757532349
Curlcake_1,1111,1988.0,0.0232721511274576
Curlcake_1,1111,224.0,0.0240068063139915
Curlcake_1,1111,230.0,0.0116772549226880
Curlcake_1,1111,2007.0,0.0025049939285964
Curlcake_1,1111,241.0,0.0000090173925855
Curlcake_1,1111,220.0,0.0000434864232375
Curlcake_1,1111,2004.0,0.0166480299085379
Curlcake_1,1111,132.0,0.0030921795405447
Curlcake_1,1111,214.0,0.0031066064257175
Curlcake_1,1111,204.0,0.0014437277568504
Curlcake_1,1111,202.0,0.0003873479727190
Curlcake_1,1111,2014.0,0.0046242191456258
Curlcake_1,1111,201.0,0.0145902195945382
Curlcake_1,1111,2019.0,0.0267572347074747
Curlcake_1,1111,200.0,0.0013334937393665
Curlcake_1,1111,208.0,0.0072966134175658
Curlcake_1,1111,131.0,0.0185395516455173
Curlcake_1,1111,209.0,0.0041049537248909
Curlcake_1,1111,213.0,0.0089346226304770
Curlcake_1,1111,2006.0,0.0035677887499332
Curlcake_1,1111,210.0,0.0000000082836191
Curlcake_1,1111,2012.0,0.0249400790780783
Curlcake_1,1111,211.0,0.0006614105659537
Curlcake_1,1111,2016.0,0.0186718441545963
Curlcake_1,1111,125.0,0.1177081763744354
Curlcake_1,1111,212.0,0.0163447968661785
Curlcake_1,1111,205.0,0.0004363373154774
Curlcake_1,1111,2048.0,0.0000742876800359
Curlcake_1,1111,2008.0,0.0297841299325228
Curlcake_1,1111,207.0,0.0001106310010073
Curlcake_1,1111,217.0,0.0246349032968283
Curlcake_1,1111,2009.0,0.0053569683805108
Curlcake_1,1111,2013.0,0.0131098590791225
Curlcake_1,1111,2018.0,0.0091421790421009
Curlcake_1,1111,233.0,0.0330413356423378
Curlcake_1,1111,126.0,0.0003745138237718
Curlcake_1,1111,245.0,0.0191644243896008
Curlcake_1,1111,255.0,0.0242135580629110
Curlcake_1,1111,247.0,0.0338357500731945
Curlcake_1,1111,257.0,0.0051715145818889
Curlcake_1,1111,249.0,0.0048077078536153
Curlcake_1,1111,260.0,0.0043871891684830
